"Raw data packages from the headband:                  ""[ ]"" , i.e. 1 row, is 1 data package"
"[BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.03477939107836826, T4=-0.4), BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.04727902152921823, T4=-0.4)]"
"[BrainBitSignalData(PackNum=1111, Marker=0, O1=0.4, O2=0.2197836110912429, T3=0.08296936318336791, T4=0.30450964404072195), BrainBitSignalData(PackNum=1111, Marker=0, O1=0.4, O2=0.21695729919176024, T3=0.08236969220132084, T4=0.30118970984431254)]"
"[BrainBitSignalData(PackNum=1112, Marker=0, O1=0.4, O2=0.21805288129127626, T3=0.08250778437403143, T4=0.30233030541449113), BrainBitSignalData(PackNum=1112, Marker=0, O1=0.4, O2=0.2194753832582314, T3=0.08265198006818777, T4=0.30387030016927735)]"
"[BrainBitSignalData(PackNum=1113, Marker=0, O1=0.4, O2=0.21886617552392534, T3=0.08230827551677276, T4=0.3031619102114775), BrainBitSignalData(PackNum=1113, Marker=0, O1=0.4, O2=0.2169889612092602, T3=0.08194702334120116, T4=0.300852871754524)]"
"[BrainBitSignalData(PackNum=1114, Marker=0, O1=0.4, O2=0.21802541544477028, T3=0.08202865794053835, T4=0.3019740123500942), BrainBitSignalData(PackNum=1114, Marker=0, O1=0.4, O2=0.21983701690389337, T3=0.08221290799418259, T4=0.30404158023984934)]"
"[BrainBitSignalData(PackNum=1115, Marker=0, O1=0.4, O2=0.2175920654221205, T3=0.08162010347376202, T4=0.3015219702930167), BrainBitSignalData(PackNum=1115, Marker=0, O1=0.4, O2=0.21712323868106717, T3=0.08153808740433445, T4=0.3009074219774456)]"
"[BrainBitSignalData(PackNum=1116, Marker=0, O1=0.4, O2=0.21802198221395705, T3=0.08158844145626207, T4=0.30192594711870874), BrainBitSignalData(PackNum=1116, Marker=0, O1=0.4, O2=0.21963560069618293, T3=0.0817387406718642, T4=0.3038069761342775)]"
"[BrainBitSignalData(PackNum=1117, Marker=0, O1=0.4, O2=0.21656781822950194, T3=0.08109024151825096, T4=0.300300884533772), BrainBitSignalData(PackNum=1117, Marker=0, O1=0.4, O2=0.21709348401401904, T3=0.08117759816894357, T4=0.300866604677777)]"
"[BrainBitSignalData(PackNum=1118, Marker=0, O1=0.4, O2=0.21791326323820423, T3=0.08120887871635314, T4=0.3018702524855161), BrainBitSignalData(PackNum=1118, Marker=0, O1=0.4, O2=0.21816007438666762, T3=0.08109291180888349, T4=0.30229788045681044)]"
"[BrainBitSignalData(PackNum=1119, Marker=0, O1=0.4, O2=0.21679326705290514, T3=0.08080490189066114, T4=0.3008082397539518), BrainBitSignalData(PackNum=1119, Marker=0, O1=0.4, O2=0.21736737953889804, T3=0.08083999713897433, T4=0.3015753761056672)]"
"[BrainBitSignalData(PackNum=1120, Marker=0, O1=0.4, O2=0.21869222516272085, T3=0.08100326633764872, T4=0.30325002980235083), BrainBitSignalData(PackNum=1120, Marker=0, O1=0.4, O2=0.21805784040245096, T3=0.08071640082969744, T4=0.30276479984741195)]"
"[BrainBitSignalData(PackNum=1121, Marker=0, O1=0.4, O2=0.21662961638414038, T3=0.08046844527096297, T4=0.301256848580216), BrainBitSignalData(PackNum=1121, Marker=0, O1=0.4, O2=0.21768743294471068, T3=0.08051231433135446, T4=0.3026808764275326)]"
"[BrainBitSignalData(PackNum=1122, Marker=0, O1=0.4, O2=0.2194288439072074, T3=0.08064964356388432, T4=0.3049239205588537), BrainBitSignalData(PackNum=1122, Marker=0, O1=0.4, O2=0.21702520086784446, T3=0.08007514960780107, T4=0.3023726485945211)]"
"[BrainBitSignalData(PackNum=1123, Marker=0, O1=0.4, O2=0.21674367594115823, T3=0.0800923157618673, T4=0.30203352168419045), BrainBitSignalData(PackNum=1123, Marker=0, O1=0.4, O2=0.21733304723076557, T3=0.08015907302768042, T4=0.30276899601840596)]"
"[BrainBitSignalData(PackNum=1124, Marker=0, O1=0.4, O2=0.21853391507522113, T3=0.08027580287533082, T4=0.3042662661230718), BrainBitSignalData(PackNum=1124, Marker=0, O1=0.4, O2=0.2152666237512815, T3=0.07965972867939823, T4=0.30058469828100043)]"
"[BrainBitSignalData(PackNum=1125, Marker=0, O1=0.4, O2=0.21575948310802756, T3=0.07979248027084376, T4=0.30118208044250533), BrainBitSignalData(PackNum=1125, Marker=0, O1=0.4, O2=0.21635228762844813, T3=0.0798542784254822, T4=0.30207357604367835)]"
"[BrainBitSignalData(PackNum=1126, Marker=0, O1=0.4, O2=0.21614209760865938, T3=0.07975318885153661, T4=0.30229215840545504), BrainBitSignalData(PackNum=1126, Marker=0, O1=0.4, O2=0.21263219130725033, T3=0.07928092887967003, T4=0.29878415945449777)]"
"[BrainBitSignalData(PackNum=1127, Marker=0, O1=0.4, O2=0.21229802350809432, T3=0.07938964785542284, T4=0.29918851775028016), BrainBitSignalData(PackNum=1127, Marker=0, O1=0.4, O2=0.2121748086689078, T3=0.07949951124144673, T4=0.30002088548744726)]"
"[BrainBitSignalData(PackNum=1128, Marker=0, O1=0.4, O2=0.2097562882960208, T3=0.07912261879217034, T4=0.29820394344705914), BrainBitSignalData(PackNum=1128, Marker=0, O1=0.4, O2=0.20718517988698948, T3=0.07888114822497198, T4=0.2958319624251961)]"
"[BrainBitSignalData(PackNum=1129, Marker=0, O1=0.4, O2=0.20749722242090457, T3=0.07897575280738145, T4=0.2965292897503755), BrainBitSignalData(PackNum=1129, Marker=0, O1=0.4, O2=0.20881901628400448, T3=0.07918632429726057, T4=0.2982424719261855)]"
"[BrainBitSignalData(PackNum=1130, Marker=0, O1=0.4, O2=0.20609493836873854, T3=0.07863929618768328, T4=0.29513425362992635), BrainBitSignalData(PackNum=1130, Marker=0, O1=0.4, O2=0.20613270390768423, T3=0.07869041317979163, T4=0.29487828719929426)]"
"[BrainBitSignalData(PackNum=1131, Marker=0, O1=0.4, O2=0.2073976587273204, T3=0.07881362801897814, T4=0.29597043606799706), BrainBitSignalData(PackNum=1131, Marker=0, O1=0.4, O2=0.20927411010180483, T3=0.07896736046539352, T4=0.2977789857663973)]"
"[BrainBitSignalData(PackNum=1132, Marker=0, O1=0.4, O2=0.2066198412130749, T3=0.0783962997401235, T4=0.2942622130033617), BrainBitSignalData(PackNum=1132, Marker=0, O1=0.4, O2=0.2079553679994278, T3=0.07856185775934006, T4=0.2951861335622154)]"
"[BrainBitSignalData(PackNum=1133, Marker=0, O1=0.4, O2=0.20943814224065996, T3=0.07864120353813508, T4=0.2962885821233579), BrainBitSignalData(PackNum=1133, Marker=0, O1=0.4, O2=0.21005421643659253, T3=0.0785401139641895, T4=0.2964636768948335)]"
"[BrainBitSignalData(PackNum=1134, Marker=0, O1=0.4, O2=0.20941410962496723, T3=0.07834403833774409, T4=0.2951300574589324), BrainBitSignalData(PackNum=1134, Marker=0, O1=0.4, O2=0.21069317883794675, T3=0.07842567293708128, T4=0.29600247955558734)]"
"[BrainBitSignalData(PackNum=1135, Marker=0, O1=0.4, O2=0.21297284409794245, T3=0.07864730705958087, T4=0.2979502658369692), BrainBitSignalData(PackNum=1135, Marker=0, O1=0.4, O2=0.21272984765038266, T3=0.0783303054144911, T4=0.29693860715733256)]"
"[BrainBitSignalData(PackNum=1136, Marker=0, O1=0.4, O2=0.2125459790668288, T3=0.0781845838399733, T4=0.2957606275182986), BrainBitSignalData(PackNum=1136, Marker=0, O1=0.4, O2=0.2147276065136018, T3=0.07834556421810553, T4=0.2973494504446511)]"
"[BrainBitSignalData(PackNum=1137, Marker=0, O1=0.4, O2=0.2176466156450421, T3=0.07862060415325561, T4=0.2998766897932909), BrainBitSignalData(PackNum=1137, Marker=0, O1=0.4, O2=0.21597844693989462, T3=0.07810828982190116, T4=0.2972949002217295)]"
"[BrainBitSignalData(PackNum=1138, Marker=0, O1=0.4, O2=0.21705228524426007, T3=0.07822158643873829, T4=0.2976515747562168), BrainBitSignalData(PackNum=1138, Marker=0, O1=0.4, O2=0.21868802899172687, T3=0.07836616360298501, T4=0.29893903631118424)]"
"[BrainBitSignalData(PackNum=1139, Marker=0, O1=0.4, O2=0.2205023007414825, T3=0.07853477338292444, T4=0.30071325370145197), BrainBitSignalData(PackNum=1139, Marker=0, O1=0.4, O2=0.2178659609469995, T3=0.07800910759840736, T4=0.2973319028204945)]"
"[BrainBitSignalData(PackNum=1140, Marker=0, O1=0.4, O2=0.2190897169968767, T3=0.0782021314641299, T4=0.29841794816775147), BrainBitSignalData(PackNum=1140, Marker=0, O1=0.4, O2=0.22032224685883223, T3=0.07834060510693083, T4=0.29975805259518873)]"
"[BrainBitSignalData(PackNum=1141, Marker=0, O1=0.4, O2=0.22047559783515724, T3=0.07823036025081659, T4=0.30002927782943517), BrainBitSignalData(PackNum=1141, Marker=0, O1=0.4, O2=0.2181184941468183, T3=0.07785079751090766, T4=0.29722509119519347)]"
"[BrainBitSignalData(PackNum=1142, Marker=0, O1=0.4, O2=0.219158763083232, T3=0.07801788141048566, T4=0.29838552321007084), BrainBitSignalData(PackNum=1142, Marker=0, O1=0.4, O2=0.2207102019407291, T3=0.07823760818253345, T4=0.30021123906253727)]"
"[BrainBitSignalData(PackNum=1143, Marker=0, O1=0.4, O2=0.21938154161600268, T3=0.07788894451994373, T4=0.2987528789070882), BrainBitSignalData(PackNum=1143, Marker=0, O1=0.4, O2=0.2183866676203419, T3=0.07778899935626922, T4=0.29748754261736166)]"
"[BrainBitSignalData(PackNum=1144, Marker=0, O1=0.4, O2=0.21929685525594259, T3=0.07792365829816657, T4=0.2985640512123596), BrainBitSignalData(PackNum=1144, Marker=0, O1=0.4, O2=0.22144910950575783, T3=0.07826049638795508, T4=0.3012812626659991)]"
"[BrainBitSignalData(PackNum=1145, Marker=0, O1=0.4, O2=0.2179117373578428, T3=0.07757156140476361, T4=0.297501657010705), BrainBitSignalData(PackNum=1145, Marker=0, O1=0.4, O2=0.21757337338769284, T3=0.0776707436282574, T4=0.297060677586248)]"
"[BrainBitSignalData(PackNum=1146, Marker=0, O1=0.4, O2=0.2189169110459433, T3=0.07786834513506426, T4=0.2985831247168777), BrainBitSignalData(PackNum=1146, Marker=0, O1=0.4, O2=0.22024366402021792, T3=0.07799537467515438, T4=0.3001704217628687)]"
"[BrainBitSignalData(PackNum=1147, Marker=0, O1=0.4, O2=0.21732465488877764, T3=0.07748725651479389, T4=0.2967669456166703), BrainBitSignalData(PackNum=1147, Marker=0, O1=0.4, O2=0.21849958276708867, T3=0.07771957179982357, T4=0.2979620914097704)]"
"[BrainBitSignalData(PackNum=1148, Marker=0, O1=0.4, O2=0.21959363898624323, T3=0.07784583839973297, T4=0.2991129866723887), BrainBitSignalData(PackNum=1148, Marker=0, O1=0.4, O2=0.2195657916696469, T3=0.07773978971461269, T4=0.29900503063681666)]"
"[BrainBitSignalData(PackNum=1149, Marker=0, O1=0.4, O2=0.21869489545335336, T3=0.07759483108027561, T4=0.2978236177669695), BrainBitSignalData(PackNum=1149, Marker=0, O1=0.4, O2=0.2195562549173879, T3=0.0776970650644923, T4=0.29863691199961856)]"
"[BrainBitSignalData(PackNum=1150, Marker=0, O1=0.4, O2=0.22139837398373985, T3=0.07793128769997378, T4=0.3006224638199461), BrainBitSignalData(PackNum=1150, Marker=0, O1=0.4, O2=0.22003957752187492, T3=0.07754905466943232, T4=0.29900960827790096)]"
"[BrainBitSignalData(PackNum=1151, Marker=0, O1=0.4, O2=0.2193327134444365, T3=0.077484204754071, T4=0.29799947547862576), BrainBitSignalData(PackNum=1151, Marker=0, O1=0.4, O2=0.2204973416303078, T3=0.0776387001406671, T4=0.29922628328922585)]"
"[BrainBitSignalData(PackNum=1152, Marker=0, O1=0.4, O2=0.2225645280499726, T3=0.0779106883150943, T4=0.3015395179171733), BrainBitSignalData(PackNum=1152, Marker=0, O1=0.4, O2=0.21986677157094153, T3=0.07736442314569773, T4=0.2983759864578118)]"
"[BrainBitSignalData(PackNum=1153, Marker=0, O1=0.4, O2=0.22043630641585008, T3=0.07751281501084806, T4=0.2988627422931121), BrainBitSignalData(PackNum=1153, Marker=0, O1=0.4, O2=0.22163793720048638, T3=0.07767608420952245, T4=0.3001696588226879)]"
"[BrainBitSignalData(PackNum=1154, Marker=0, O1=0.4, O2=0.22301657010705006, T3=0.07780845433087762, T4=0.30174055265479344), BrainBitSignalData(PackNum=1154, Marker=0, O1=0.4, O2=0.22016088501060965, T3=0.07732665760675202, T4=0.29841337052666717)]"
"[BrainBitSignalData(PackNum=1155, Marker=0, O1=0.4, O2=0.22110464201416208, T3=0.07754104379753475, T4=0.2994418138902797), BrainBitSignalData(PackNum=1155, Marker=0, O1=0.4, O2=0.22235815273108744, T3=0.07773177884271512, T4=0.30089330758410227)]"
"[BrainBitSignalData(PackNum=1156, Marker=0, O1=0.4, O2=0.22236692654316573, T3=0.07762420427723339, T4=0.3009760865937105), BrainBitSignalData(PackNum=1156, Marker=0, O1=0.4, O2=0.22030851393557924, T3=0.0773152135040412, T4=0.2985148415707031)]"
"[BrainBitSignalData(PackNum=1157, Marker=0, O1=0.4, O2=0.2214037145650049, T3=0.07749908208759507, T4=0.29972181293660444), BrainBitSignalData(PackNum=1157, Marker=0, O1=0.4, O2=0.2231123190997306, T3=0.07778251436473309, T4=0.3017165200391007)]"
"[BrainBitSignalData(PackNum=1158, Marker=0, O1=0.4, O2=0.22147085330090838, T3=0.07743194335169158, T4=0.2998869894857306), BrainBitSignalData(PackNum=1158, Marker=0, O1=0.4, O2=0.22079908447178315, T3=0.07741782895834824, T4=0.2990267744319672)]"
"[BrainBitSignalData(PackNum=1159, Marker=0, O1=0.4, O2=0.22173635648379944, T3=0.07753150704527573, T4=0.3001341821042844), BrainBitSignalData(PackNum=1159, Marker=0, O1=0.4, O2=0.22344114631762155, T3=0.07773978971461269, T4=0.3021918317716902)]"
"[BrainBitSignalData(PackNum=1160, Marker=0, O1=0.4, O2=0.22048971222850058, T3=0.07714965548482465, T4=0.29882116205326276), BrainBitSignalData(PackNum=1160, Marker=0, O1=0.4, O2=0.22099248980759603, T3=0.07726295210166179, T4=0.29927015234961735)]"
"[BrainBitSignalData(PackNum=1161, Marker=0, O1=0.4, O2=0.22199499320506402, T3=0.07734687552154114, T4=0.3003577235772358), BrainBitSignalData(PackNum=1161, Marker=0, O1=0.4, O2=0.22317373578427868, T3=0.07741058102663138, T4=0.30170927210738385)]"
"[BrainBitSignalData(PackNum=1162, Marker=0, O1=0.4, O2=0.22049314545931384, T3=0.07689521493455403, T4=0.2984744057411249), BrainBitSignalData(PackNum=1162, Marker=0, O1=0.4, O2=0.22177602937319696, T3=0.07708022792837899, T4=0.2997504231933815)]"
"[BrainBitSignalData(PackNum=1163, Marker=0, O1=0.4, O2=0.2227354266504542, T3=0.07719810218630045, T4=0.3008601196862409), BrainBitSignalData(PackNum=1163, Marker=0, O1=0.4, O2=0.222068998402594, T3=0.07704208091934292, T4=0.3002635004649167)]"
"[BrainBitSignalData(PackNum=1164, Marker=0, O1=0.4, O2=0.22106802088548747, T3=0.07693031018286722, T4=0.29913778222826215), BrainBitSignalData(PackNum=1164, Marker=0, O1=0.4, O2=0.22162305986696232, T3=0.07700813008130082, T4=0.2997813222707007)]"
"[BrainBitSignalData(PackNum=1165, Marker=0, O1=0.4, O2=0.22327978446939895, T3=0.07726981856328828, T4=0.3016791359702453), BrainBitSignalData(PackNum=1165, Marker=0, O1=0.4, O2=0.22136137138497486, T3=0.07682922060892164, T4=0.29946889826669526)]"
"[BrainBitSignalData(PackNum=1166, Marker=0, O1=0.4, O2=0.22100240802994542, T3=0.07682998354910235, T4=0.2988379467372386), BrainBitSignalData(PackNum=1166, Marker=0, O1=0.4, O2=0.22226545549912977, T3=0.07697990129461413, T4=0.3001532556088024)]"
"[BrainBitSignalData(PackNum=1167, Marker=0, O1=0.4, O2=0.22431433135445725, T3=0.07721145363946308, T4=0.3024413132107861), BrainBitSignalData(PackNum=1167, Marker=0, O1=0.4, O2=0.22156431347304675, T3=0.07664191879455452, T4=0.2991919509810934)]"
"[BrainBitSignalData(PackNum=1168, Marker=0, O1=0.4, O2=0.2223390792265694, T3=0.07681930238657225, T4=0.2998934744772668), BrainBitSignalData(PackNum=1168, Marker=0, O1=0.4, O2=0.22336256347900724, T3=0.07695930190973464, T4=0.30101461507283694)]"
"[BrainBitSignalData(PackNum=1169, Marker=0, O1=0.4, O2=0.2239145506997592, T3=0.07694175428557805, T4=0.30170622034666095), BrainBitSignalData(PackNum=1169, Marker=0, O1=0.4, O2=0.22189390363111844, T3=0.07658660563145221, T4=0.2993987077700689)]"
"[BrainBitSignalData(PackNum=1170, Marker=0, O1=0.4, O2=0.22262975943542426, T3=0.07672126457334955, T4=0.3002234461054288), BrainBitSignalData(PackNum=1170, Marker=0, O1=0.4, O2=0.2241983644469876, T3=0.07695052809765635, T4=0.3019827861621725)]"
"[BrainBitSignalData(PackNum=1171, Marker=0, O1=0.4, O2=0.22410681162530102, T3=0.07679755859142169, T4=0.3019873638032568), BrainBitSignalData(PackNum=1171, Marker=0, O1=0.4, O2=0.22093984693512625, T3=0.07634208330353098, T4=0.298313806833083)]"
"[BrainBitSignalData(PackNum=1172, Marker=0, O1=0.4, O2=0.22229559163626827, T3=0.07659385356316907, T4=0.299891567126815), BrainBitSignalData(PackNum=1172, Marker=0, O1=0.4, O2=0.2242605440717164, T3=0.07688796700283719, T4=0.3021834394297022)]"
"[BrainBitSignalData(PackNum=1173, Marker=0, O1=0.4, O2=0.2222662184393105, T3=0.07641494409078989, T4=0.29992551796485706), BrainBitSignalData(PackNum=1173, Marker=0, O1=0.4, O2=0.22195837207638938, T3=0.07640655174880195, T4=0.2994666094461531)]"
"[BrainBitSignalData(PackNum=1174, Marker=0, O1=0.4, O2=0.22297689721765254, T3=0.07653968481033784, T4=0.3006140714779582), BrainBitSignalData(PackNum=1174, Marker=0, O1=0.4, O2=0.22490599146460674, T3=0.07679336242042772, T4=0.30279646186491194)]"
"[BrainBitSignalData(PackNum=1175, Marker=0, O1=0.4, O2=0.22220518322485278, T3=0.0762875330806094, T4=0.29959669074696615), BrainBitSignalData(PackNum=1175, Marker=0, O1=0.4, O2=0.22312605202298358, T3=0.07650458956202466, T4=0.3004935269294042)]"
"[BrainBitSignalData(PackNum=1176, Marker=0, O1=0.4, O2=0.22418196123310208, T3=0.07665794053834966, T4=0.30168981713277543), BrainBitSignalData(PackNum=1176, Marker=0, O1=0.4, O2=0.22467977970102282, T3=0.07666709582051832, T4=0.302282621653196)]"
"[BrainBitSignalData(PackNum=1177, Marker=0, O1=0.4, O2=0.22346746775385642, T3=0.07645537992036812, T4=0.30080671387359037), BrainBitSignalData(PackNum=1177, Marker=0, O1=0.4, O2=0.22424337791765014, T3=0.07655837684476552, T4=0.3016493813031972)]"
"[BrainBitSignalData(PackNum=1178, Marker=0, O1=0.4, O2=0.2255804305843645, T3=0.07674262689840974, T4=0.3032202751353027), BrainBitSignalData(PackNum=1178, Marker=0, O1=0.4, O2=0.22488996972081157, T3=0.07650916720310898, T4=0.30252409222039434)]"
"[BrainBitSignalData(PackNum=1179, Marker=0, O1=0.4, O2=0.22337095582099517, T3=0.07629783277304913, T4=0.3006747252223255), BrainBitSignalData(PackNum=1179, Marker=0, O1=0.4, O2=0.22443792766373413, T3=0.07644088405693442, T4=0.301892377750757)]"
"[BrainBitSignalData(PackNum=1180, Marker=0, O1=0.4, O2=0.22613470662565863, T3=0.07666595141024725, T4=0.3039309539136447), BrainBitSignalData(PackNum=1180, Marker=0, O1=0.4, O2=0.2237978208521088, T3=0.0761738549936819, T4=0.3013560308037098)]"
"[BrainBitSignalData(PackNum=1181, Marker=0, O1=0.4, O2=0.2236124263881935, T3=0.07622115728488664, T4=0.3010619173640417), BrainBitSignalData(PackNum=1181, Marker=0, O1=0.4, O2=0.22454435781894477, T3=0.07633559831199485, T4=0.3021777173783468)]"
"[BrainBitSignalData(PackNum=1182, Marker=0, O1=0.4, O2=0.22603399852180342, T3=0.07650535250220537, T4=0.3040343323081325), BrainBitSignalData(PackNum=1182, Marker=0, O1=0.4, O2=0.22280218391626733, T3=0.07592742531530887, T4=0.30036191974822973)]"
"[BrainBitSignalData(PackNum=1183, Marker=0, O1=0.4, O2=0.2235891567126815, T3=0.07611320124931455, T4=0.3011900913144029), BrainBitSignalData(PackNum=1183, Marker=0, O1=0.4, O2=0.2246206518370169, T3=0.07624595284076008, T4=0.30241689912500297)]"
"[BrainBitSignalData(PackNum=1184, Marker=0, O1=0.4, O2=0.2251268626469256, T3=0.07623260138759745, T4=0.30314359964714016), BrainBitSignalData(PackNum=1184, Marker=0, O1=0.4, O2=0.2223962997401235, T3=0.07581603604892354, T4=0.3000086784445557)]"
"[BrainBitSignalData(PackNum=1185, Marker=0, O1=0.4, O2=0.22349569654054313, T3=0.07603194812006771, T4=0.3012465488877763), BrainBitSignalData(PackNum=1185, Marker=0, O1=0.4, O2=0.22491743556731755, T3=0.07623641608850107, T4=0.30293340962735144)]"
"[BrainBitSignalData(PackNum=1186, Marker=0, O1=0.4, O2=0.2238943327849701, T3=0.07595107646091123, T4=0.30189161481057625), BrainBitSignalData(PackNum=1186, Marker=0, O1=0.4, O2=0.22232076866223208, T3=0.07578399256133324, T4=0.3000800133514532)]"
"[BrainBitSignalData(PackNum=1187, Marker=0, O1=0.4, O2=0.2233309014615073, T3=0.07597472760651361, T4=0.30126142622130037), BrainBitSignalData(PackNum=1187, Marker=0, O1=0.4, O2=0.22559683379825002, T3=0.07633369096154305, T4=0.3039347686145483)]"
"[BrainBitSignalData(PackNum=1188, Marker=0, O1=0.4, O2=0.22276403690723126, T3=0.07573936056076104, T4=0.3008154876856687), BrainBitSignalData(PackNum=1188, Marker=0, O1=0.4, O2=0.2218687266051546, T3=0.07573821615048995, T4=0.29971723529552013)]"
"[BrainBitSignalData(PackNum=1189, Marker=0, O1=0.4, O2=0.22320730515223042, T3=0.07596976849533892, T4=0.30129270676870995), BrainBitSignalData(PackNum=1189, Marker=0, O1=0.4, O2=0.2248003242495768, T3=0.07616584412178433, T4=0.30322370836611595)]"
"[BrainBitSignalData(PackNum=1190, Marker=0, O1=0.4, O2=0.22172720120163078, T3=0.07562263071311065, T4=0.2997538564241948), BrainBitSignalData(PackNum=1190, Marker=0, O1=0.4, O2=0.2224848008010872, T3=0.07581565457883319, T4=0.30063962997401233)]"
"[BrainBitSignalData(PackNum=1191, Marker=0, O1=0.4, O2=0.2233160241279832, T3=0.07593925088811006, T4=0.3016535774741912), BrainBitSignalData(PackNum=1191, Marker=0, O1=0.4, O2=0.22335874877810363, T3=0.07587516391292945, T4=0.30175886321913076)]"
"[BrainBitSignalData(PackNum=1192, Marker=0, O1=0.4, O2=0.22205259518870848, T3=0.0756882435686527, T4=0.30024328255012755), BrainBitSignalData(PackNum=1192, Marker=0, O1=0.4, O2=0.22258703478530387, T3=0.07578322962115251, T4=0.3008742340795842)]"
